idx,Major,Degree,NumSalariesReported,Avg,Max,Min,StDev,25th,Median,75th,Semester,Year,College
64,Electrical Engineering,Doctorate,2,75000.0,110000.0,40000.0,+/- 49497,75000.0,75000.0,110000.0,Fall,2015,College of Engineering
65,Electrical Engineering,Master,10,88000.0,115000.0,45000.0,+/- 18685,85000.0,93000.0,98500.0,Fall,2015,College of Engineering
66,Electronic Systems Engineering Tech,Bachelor,3,58333.0,67500.0,40000.0,+/- 15877,60625.0,67500.0,67500.0,Fall,2015,College of Engineering
67,Engineering Technology,Bachelor,1,55000.0,55000.0,55000.0,+/- 0,55000.0,55000.0,55000.0,Fall,2015,College of Engineering
68,Industrial & Systems Engineering,Bachelor,30,64433.0,76000.0,41000.0,+/- 7471,60000.0,65000.0,70000.0,Fall,2015,College of Engineering
69,Industrial & Systems Engineering,Doctorate,2,101500.0,115000.0,88000.0,+/- 19092,101500.0,101500.0,115000.0,Fall,2015,College of Engineering
70,Industrial & Systems Engineering,Master,2,77000.0,81000.0,73000.0,+/- 5657,77000.0,77000.0,81000.0,Fall,2015,College of Engineering
71,Industrial Distribution,Bachelor,38,61762.0,100000.0,40000.0,+/- 12890,55000.0,60000.0,66500.0,Fall,2015,College of Engineering
72,Manufacturing & Mechanical Eng. Tech,Bachelor,11,59942.0,77000.0,40000.0,+/- 10291,53750.0,63500.0,65425.0,Fall,2015,College of Engineering
73,"Material Science (M,D)",Doctorate,2,89600.0,117700.0,61500.0,+/- 39739,89600.0,89600.0,117700.0,Fall,2015,College of Engineering
74,"Material Science (M,D)",Master,4,53625.0,75000.0,30000.0,+/- 19345,47500.0,54750.0,75000.0,Fall,2015,College of Engineering
75,Mechanical Engineering,Bachelor,42,73153.0,99000.0,50000.0,+/- 11766,65000.0,70000.0,81500.0,Fall,2015,College of Engineering
76,Mechanical Engineering,Doctorate,3,60200.0,96000.0,42000.0,+/- 31005,42450.0,42600.0,96000.0,Fall,2015,College of Engineering
77,Mechanical Engineering,Master,3,83667.0,95000.0,68000.0,+/- 14012,83000.0,88000.0,95000.0,Fall,2015,College of Engineering
78,Ocean Engineering,Bachelor,2,59000.0,63000.0,55000.0,+/- 5657,59000.0,59000.0,63000.0,Fall,2015,College of Engineering
79,Petroleum Engineering,Bachelor,10,89650.0,110000.0,55000.0,+/- 17499,90000.0,95250.0,101000.0,Fall,2015,College of Engineering
80,Petroleum Engineering,Master,2,75500.0,111000.0,40000.0,+/- 50205,75500.0,75500.0,111000.0,Fall,2015,College of Engineering
81,General Studies,Bachelor,2,56025.0,63000.0,49050.0,+/- 9864,56025.0,56025.0,63000.0,Fall,2015,College of General Studies
82,Environmental Studies,Bachelor,5,54600.0,75000.0,26000.0,+/- 18022,54000.0,60000.0,71250.0,Fall,2015,College of Geosciences
83,Geography,Bachelor,1,40000.0,40000.0,40000.0,+/- 0,40000.0,40000.0,40000.0,Fall,2015,College of Geosciences
84,Geology,Master,2,112500.0,115000.0,110000.0,+/- 3536,112500.0,112500.0,115000.0,Fall,2015,College of Geosciences
85,Geophysics,Bachelor,1,83000.0,83000.0,83000.0,+/- 0,83000.0,83000.0,83000.0,Fall,2015,College of Geosciences
86,Meteorology,Bachelor,2,36833.0,49666.0,24000.0,+/- 18149,36833.0,36833.0,49666.0,Fall,2015,College of Geosciences
87,Univ. Studies - Geography,Bachelor,1,60000.0,60000.0,60000.0,+/- 0,60000.0,60000.0,60000.0,Fall,2015,College of Geosciences
88,American Studies,Bachelor,2,58500.0,62000.0,55000.0,+/- 4950,58500.0,58500.0,62000.0,Fall,2015,College of Liberal Arts
89,Communication,Bachelor,23,38739.0,50000.0,26000.0,+/- 6039,36000.0,40000.0,41000.0,Fall,2015,College of Liberal Arts
90,Economics,Bachelor,23,48985.0,80000.0,25000.0,+/- 13385,44750.0,45000.0,51250.0,Fall,2015,College of Liberal Arts
91,English,Bachelor,6,40500.0,55000.0,29000.0,+/- 10821,32500.0,39500.0,52500.0,Fall,2015,College of Liberal Arts
92,History,Bachelor,5,43633.0,51500.0,30000.0,+/- 8495,42750.0,45000.0,51041.5,Fall,2015,College of Liberal Arts
93,International Studies,Bachelor,10,47600.0,58000.0,38000.0,+/- 5866,45000.0,49666.0,50500.0,Fall,2015,College of Liberal Arts
94,Political Science,Bachelor,11,48061.0,65000.0,25000.0,+/- 13053,40000.0,50000.0,60750.0,Fall,2015,College of Liberal Arts
95,Psychology,Bachelor,14,40286.0,60000.0,24000.0,+/- 11519,32500.0,38500.0,52500.0,Fall,2015,College of Liberal Arts
96,Psychology,Doctorate,2,62500.0,82000.0,43000.0,+/- 27577,62500.0,62500.0,82000.0,Fall,2015,College of Liberal Arts
97,Sociology,Bachelor,3,65555.0,105000.0,42000.0,+/- 34374,47749.5,49666.0,105000.0,Fall,2015,College of Liberal Arts
98,Spanish,Bachelor,1,40000.0,40000.0,40000.0,+/- 0,40000.0,40000.0,40000.0,Fall,2015,College of Liberal Arts
99,Telecom Media Studies,Bachelor,4,49450.0,56000.0,41800.0,+/- 7119,45000.0,50000.0,56000.0,Fall,2015,College of Liberal Arts
100,University Studies,Bachelor,1,33000.0,33000.0,33000.0,+/- 0,33000.0,33000.0,33000.0,Fall,2015,College of Liberal Arts
101,Accounting,Master,3,58167.0,65000.0,54500.0,+/- 5923,54875.0,55000.0,65000.0,Fall,2015,College of Mays Business School - Graduate
102,Management,Master,5,81800.0,91000.0,70000.0,+/- 9257,77250.0,81000.0,91000.0,Fall,2015,College of Mays Business School - Graduate
103,Management Info Systems,Master,2,63150.0,69300.0,57000.0,+/- 8697,63150.0,63150.0,69300.0,Fall,2015,College of Mays Business School - Graduate
104,Marketing,Master,8,52750.0,70000.0,33000.0,+/- 12992,42000.0,55000.0,65000.0,Fall,2015,College of Mays Business School - Graduate
105,Masters of Business (MBA),Master,11,107591.0,122500.0,95500.0,+/- 10634,99500.0,105000.0,120000.0,Fall,2015,College of Mays Business School - Graduate
106,Masters of Management-HR,Master,8,78844.0,91000.0,71250.0,+/- 7011,75000.0,75000.0,87500.0,Fall,2015,College of Mays Business School - Graduate
107,Masters of Real Estate,Master,4,67625.0,100000.0,55000.0,+/- 21700,55500.0,57750.0,100000.0,Fall,2015,College of Mays Business School - Graduate
108,Prof Program in Accntng.-Audit,Master,3,55167.0,56500.0,54000.0,+/- 1258,54750.0,55000.0,56500.0,Fall,2015,College of Mays Business School - Prof Program
109,Prof Program in Finance,Master,2,75000.0,85000.0,65000.0,+/- 14142,75000.0,75000.0,85000.0,Fall,2015,College of Mays Business School - Prof Program
110,Prof Program in MIS,Master,2,56500.0,57000.0,56000.0,+/- 707,56500.0,56500.0,57000.0,Fall,2015,College of Mays Business School - Prof Program
111,Accounting,Bachelor,9,54444.0,61000.0,48000.0,+/- 3844,53250.0,55000.0,56750.0,Fall,2015,College of Mays Business School - Undergraduate
112,Business Honors,Bachelor,3,68333.0,75000.0,60000.0,+/- 7638,67500.0,70000.0,75000.0,Fall,2015,College of Mays Business School - Undergraduate
113,Finance,Bachelor,20,62100.0,85000.0,37000.0,+/- 12117,56000.0,61000.0,70000.0,Fall,2015,College of Mays Business School - Undergraduate
114,Info & Ops Mgmt - MIS,Bachelor,6,65333.0,85000.0,37000.0,+/- 16330,62500.0,67500.0,80000.0,Fall,2015,College of Mays Business School - Undergraduate
115,Info & Ops Mgmt -Supply Chain Management,Bachelor,22,61777.0,78000.0,45000.0,+/- 7714,58000.0,60000.0,67500.0,Fall,2015,College of Mays Business School - Undergraduate
116,Management,Bachelor,13,53846.0,70000.0,40000.0,+/- 11276,43500.0,54000.0,65000.0,Fall,2015,College of Mays Business School - Undergraduate
117,Marketing,Bachelor,19,47000.0,70000.0,20000.0,+/- 14360,36000.0,45000.0,60000.0,Fall,2015,College of Mays Business School - Undergraduate
118,Univ. Studies - Business,Bachelor,4,44916.0,50000.0,40000.0,+/- 5679,40000.0,44833.0,50000.0,Fall,2015,College of Mays Business School - Undergraduate
119,Applied Math Sciences,Bachelor,4,50875.0,60500.0,45000.0,+/- 7443,45000.0,49000.0,60500.0,Fall,2015,College of Science
120,Biology,Bachelor,3,56667.0,80000.0,40000.0,+/- 20817,47500.0,50000.0,80000.0,Fall,2015,College of Science
121,Chemistry,Bachelor,4,46173.0,50000.0,35360.0,+/- 7210,49666.0,49666.0,50000.0,Fall,2015,College of Science
122,Chemistry,Doctorate,4,50500.0,74000.0,41000.0,+/- 15716,43000.0,43500.0,74000.0,Fall,2015,College of Science
123,Mathematics,Bachelor,1,25000.0,25000.0,25000.0,+/- 0,25000.0,25000.0,25000.0,Fall,2015,College of Science
124,Microbiology,Bachelor,1,75000.0,75000.0,75000.0,+/- 0,75000.0,75000.0,75000.0,Fall,2015,College of Science
125,Biomedical Science,Bachelor,3,38333.0,45000.0,30000.0,+/- 7638,37500.0,40000.0,45000.0,Fall,2015,College of Veterinary Medicine and Biomedical Sciences
126,Ag Communications & Journalism,Bachelor,1,30000.0,30000.0,30000.0,+/- 0,30000.0,30000.0,30000.0,Summer,2017,College of Agriculture & Life Sciences
127,Ag Leadership & Development,Bachelor,6,49167.0,60000.0,25000.0,+/- 13197,47500.0,52500.0,60000.0,Summer,2017,College of Agriculture & Life Sciences
128,"Agr Leadership, Educ & Comm",Master,3,47000.0,53000.0,40000.0,+/- 6557,46000.0,48000.0,53000.0,Summer,2017,College of Agriculture & Life Sciences
129,Agribusiness,Bachelor,1,34000.0,34000.0,34000.0,+/- 0,34000.0,34000.0,34000.0,Summer,2017,College of Agriculture & Life Sciences
130,Agricultural Development,Master,2,82500.0,100000.0,65000.0,+/- 24749,82500.0,82500.0,100000.0,Summer,2017,College of Agriculture & Life Sciences
131,Agricultural Economics,Bachelor,2,52500.0,55000.0,50000.0,+/- 3536,52500.0,52500.0,55000.0,Summer,2017,College of Agriculture & Life Sciences
132,Animal Science,Bachelor,9,43333.0,60000.0,29000.0,+/- 11673,35250.0,40000.0,57500.0,Summer,2017,College of Agriculture & Life Sciences
133,Biochemistry,Doctorate,3,45333.0,48000.0,40000.0,+/- 4619,46000.0,48000.0,48000.0,Summer,2017,College of Agriculture & Life Sciences
134,Bioenvironmental Sciences,Bachelor,1,54000.0,54000.0,54000.0,+/- 0,54000.0,54000.0,54000.0,Summer,2017,College of Agriculture & Life Sciences
135,Biological & Agricultural Engr,Bachelor,1,72000.0,72000.0,72000.0,+/- 0,72000.0,72000.0,72000.0,Summer,2017,College of Agriculture & Life Sciences
136,Ecosystem Science and Mgmt,Doctorate,2,49000.0,50000.0,48000.0,+/- 1414,49000.0,49000.0,50000.0,Summer,2017,College of Agriculture & Life Sciences
137,Entomology,Doctorate,2,40000.0,47000.0,33000.0,+/- 9899,40000.0,40000.0,47000.0,Summer,2017,College of Agriculture & Life Sciences
138,Forestry,Bachelor,1,27000.0,27000.0,27000.0,+/- 0,27000.0,27000.0,27000.0,Summer,2017,College of Agriculture & Life Sciences
139,Horticulture,Bachelor,1,30000.0,30000.0,30000.0,+/- 0,30000.0,30000.0,30000.0,Summer,2017,College of Agriculture & Life Sciences
140,Nutritional Sciences,Bachelor,1,55000.0,55000.0,55000.0,+/- 0,55000.0,55000.0,55000.0,Summer,2017,College of Agriculture & Life Sciences
141,Plant & Environmental Soil Sc,Bachelor,3,49333.0,65000.0,23000.0,+/- 22942,50750.0,60000.0,65000.0,Summer,2017,College of Agriculture & Life Sciences
142,Poultry Science,Bachelor,1,60000.0,60000.0,60000.0,+/- 0,60000.0,60000.0,60000.0,Summer,2017,College of Agriculture & Life Sciences
143,"Recreation, Park & Tourism Sc",Bachelor,3,36333.0,40000.0,29000.0,+/- 6351,37250.0,40000.0,40000.0,Summer,2017,College of Agriculture & Life Sciences
144,"Recreation, Park & Tourism Sc",Doctorate,2,61250.0,75000.0,47500.0,+/- 19445,61250.0,61250.0,75000.0,Summer,2017,College of Agriculture & Life Sciences
145,Renewable Natural Resources,Bachelor,1,21000.0,21000.0,21000.0,+/- 0,21000.0,21000.0,21000.0,Summer,2017,College of Agriculture & Life Sciences
146,University Studies,Bachelor,3,41000.0,50000.0,25000.0,+/- 13892,42250.0,48000.0,50000.0,Summer,2017,College of Agriculture & Life Sciences
147,Wildlife & Fisheries Sciences,Bachelor,1,30000.0,30000.0,30000.0,+/- 0,30000.0,30000.0,30000.0,Summer,2017,College of Agriculture & Life Sciences
148,Wildlife & Fisheries Sciences,Doctorate,3,42333.0,47000.0,40000.0,+/- 4041,40000.0,40000.0,47000.0,Summer,2017,College of Agriculture & Life Sciences
149,Construction Science,Bachelor,39,60557.0,70000.0,45000.0,+/- 5958,57750.0,60000.0,65000.0,Summer,2017,College of Architecture
150,University Studies,Bachelor,6,53000.0,65000.0,35000.0,+/- 10373,51500.0,56000.0,61500.0,Summer,2017,College of Architecture
151,Urban & Regional Planning,Bachelor,1,45000.0,45000.0,45000.0,+/- 0,45000.0,45000.0,45000.0,Summer,2017,College of Architecture
152,Urban & Regional Planning,Master,2,47000.0,48000.0,46000.0,+/- 1414,47000.0,47000.0,48000.0,Summer,2017,College of Architecture
153,Bilingual Education,Master,2,51250.0,60000.0,42500.0,+/- 12374,51250.0,51250.0,60000.0,Summer,2017,College of Education & Human Development
154,Community Health,Bachelor,2,38000.0,40000.0,36000.0,+/- 2828,38000.0,38000.0,40000.0,Summer,2017,College of Education & Human Development
155,Counseling Psychology,Doctorate,4,43000.0,50000.0,40000.0,+/- 4761,40000.0,41000.0,50000.0,Summer,2017,College of Education & Human Development
156,Curriculum & Instruction,Doctorate,4,75500.0,130000.0,56000.0,+/- 36382,56000.0,58000.0,130000.0,Summer,2017,College of Education & Human Development
157,Curriculum & Instruction,Master,24,49438.0,57000.0,32000.0,+/- 5544,47483.0,51000.0,53000.0,Summer,2017,College of Education & Human Development
158,Edu Human Resource Development,Master,4,49750.0,60000.0,31000.0,+/- 12842,53000.0,54000.0,60000.0,Summer,2017,College of Education & Human Development
159,Educational Administration,Doctorate,2,113500.0,140000.0,87000.0,+/- 37477,113500.0,113500.0,140000.0,Summer,2017,College of Education & Human Development
160,Educational Administration,Master,6,52333.0,60000.0,38000.0,+/- 8066,51500.0,55500.0,58500.0,Summer,2017,College of Education & Human Development
161,Educational Technology,Master,2,48440.0,50080.0,46800.0,+/- 2319,48440.0,48440.0,50080.0,Summer,2017,College of Education & Human Development
162,Health,Bachelor,4,34250.0,53000.0,24000.0,+/- 12816,30000.0,30000.0,53000.0,Summer,2017,College of Education & Human Development
163,Human Resource Development,Bachelor,17,47294.0,70000.0,29000.0,+/- 10699,40750.0,48000.0,55000.0,Summer,2017,College of Education & Human Development
164,Interdisciplinary Studies,Bachelor,2,43750.0,49500.0,38000.0,+/- 8132,43750.0,43750.0,49500.0,Summer,2017,College of Education & Human Development
165,Kinesiology,Bachelor,1,55000.0,55000.0,55000.0,+/- 0,55000.0,55000.0,55000.0,Summer,2017,College of Education & Human Development
166,School Psychology,Doctorate,6,53500.0,61000.0,42000.0,+/- 8503,48500.0,56000.0,61000.0,Summer,2017,College of Education & Human Development
167,Sport Management,Bachelor,12,36600.0,54000.0,20000.0,+/- 11452,30000.0,30600.0,50000.0,Summer,2017,College of Education & Human Development
168,Sport Management,Master,4,66500.0,90000.0,42000.0,+/- 20421,60000.0,67000.0,90000.0,Summer,2017,College of Education & Human Development
169,Technology Management,Bachelor,3,49669.0,58008.0,43500.0,+/- 7493,46500.0,47500.0,58008.0,Summer,2017,College of Education & Human Development
170,University Studies,Bachelor,6,41667.0,61000.0,25000.0,+/- 14109,32500.0,40000.0,57500.0,Summer,2017,College of Education & Human Development
171,Biomedical Engineering,Doctorate,2,89000.0,98000.0,80000.0,+/- 12728,89000.0,89000.0,98000.0,Summer,2017,College of Engineering
172,Chemical Engineering,Bachelor,1,70000.0,70000.0,70000.0,+/- 0,70000.0,70000.0,70000.0,Summer,2017,College of Engineering
173,Chemical Engineering,Doctorate,2,55000.0,60000.0,50000.0,+/- 7071,55000.0,55000.0,60000.0,Summer,2017,College of Engineering
174,Chemical Engineering,Master,2,67500.0,97000.0,38000.0,+/- 41719,67500.0,67500.0,97000.0,Summer,2017,College of Engineering
175,Civil Engineering,Bachelor,8,54075.0,63700.0,34000.0,+/- 9605,52000.0,54500.0,62400.0,Summer,2017,College of Engineering
176,Civil Engineering,Master,12,63208.0,78000.0,56000.0,+/- 6472,60000.0,60000.0,66500.0,Summer,2017,College of Engineering
177,Computer Engineering - CECN,Bachelor,4,75000.0,100000.0,57000.0,+/- 18019,71000.0,71500.0,100000.0,Summer,2017,College of Engineering
178,Computer Engineering - CECN,Master,2,99000.0,110000.0,88000.0,+/- 15556,99000.0,99000.0,110000.0,Summer,2017,College of Engineering
179,Computer Engineering - CEEN,Bachelor,1,57000.0,57000.0,57000.0,+/- 0,57000.0,57000.0,57000.0,Summer,2017,College of Engineering
180,Computer Science,Bachelor,1,65000.0,65000.0,65000.0,+/- 0,65000.0,65000.0,65000.0,Summer,2017,College of Engineering
181,Computer Science,Master,2,110000.0,130000.0,90000.0,+/- 28284,110000.0,110000.0,130000.0,Summer,2017,College of Engineering
182,Electrical Engineering,Bachelor,1,83500.0,83500.0,83500.0,+/- 0,83500.0,83500.0,83500.0,Summer,2017,College of Engineering
183,Electrical Engineering,Doctorate,4,122750.0,180000.0,51000.0,+/- 53947,120000.0,130000.0,180000.0,Summer,2017,College of Engineering
184,Electrical Engineering,Master,3,61933.0,83000.0,30000.0,+/- 28121,62100.0,72800.0,83000.0,Summer,2017,College of Engineering
185,Industrial Distribution,Bachelor,11,53909.0,70000.0,44000.0,+/- 8826,50000.0,50000.0,62250.0,Summer,2017,College of Engineering
186,Industrial Engineering,Bachelor,1,58000.0,58000.0,58000.0,+/- 0,58000.0,58000.0,58000.0,Summer,2017,College of Engineering
187,Industrial Engineering,Doctorate,2,65000.0,80000.0,50000.0,+/- 21213,65000.0,65000.0,80000.0,Summer,2017,College of Engineering
188,Mechanical Engineering,Bachelor,8,73875.0,90000.0,50000.0,+/- 15505,65000.0,74000.0,90000.0,Summer,2017,College of Engineering
189,Mechanical Engineering,Doctorate,4,56250.0,75000.0,40000.0,+/- 14930,50000.0,55000.0,75000.0,Summer,2017,College of Engineering
190,Mechanical Engineering,Master,3,124667.0,200000.0,76000.0,+/- 66161,92500.0,98000.0,200000.0,Summer,2017,College of Engineering
191,Nuclear Engineering,Bachelor,1,82000.0,82000.0,82000.0,+/- 0,82000.0,82000.0,82000.0,Summer,2017,College of Engineering
192,Nuclear Engineering,Doctorate,2,95750.0,116500.0,75000.0,+/- 29345,95750.0,95750.0,116500.0,Summer,2017,College of Engineering
193,Petroleum Engineering,Doctorate,4,131250.0,195000.0,90000.0,+/- 44977,115000.0,120000.0,195000.0,Summer,2017,College of Engineering
194,Petroleum Engineering,Master,2,81250.0,140000.0,22500.0,+/- 83085,81250.0,81250.0,140000.0,Summer,2017,College of Engineering
195,Environmental Studies,Bachelor,2,40500.0,45000.0,36000.0,+/- 6364,40500.0,40500.0,45000.0,Summer,2017,College of Geosciences
196,Geology,Bachelor,5,53400.0,80000.0,27000.0,+/- 20132,46250.0,50000.0,76250.0,Summer,2017,College of Geosciences
197,Clinical Psychology,Doctorate,3,49500.0,60000.0,41000.0,+/- 9657,45875.0,47500.0,60000.0,Summer,2017,College of Liberal Arts
198,Communication,Bachelor,12,43333.0,65000.0,30000.0,+/- 10183,36000.0,41000.0,55000.0,Summer,2017,College of Liberal Arts
199,Communication,Doctorate,3,53000.0,56000.0,50000.0,+/- 3000,52250.0,53000.0,56000.0,Summer,2017,College of Liberal Arts
200,Economics,Bachelor,7,60429.0,93000.0,50000.0,+/- 15480,50000.0,55000.0,72000.0,Summer,2017,College of Liberal Arts
201,Economics,Doctorate,3,96000.0,100000.0,90000.0,+/- 5292,96000.0,98000.0,100000.0,Summer,2017,College of Liberal Arts
202,English,Bachelor,8,37688.0,70000.0,23000.0,+/- 15026,27000.0,35500.0,46500.0,Summer,2017,College of Liberal Arts
203,History,Bachelor,3,39333.0,48000.0,35000.0,+/- 7506,35000.0,35000.0,48000.0,Summer,2017,College of Liberal Arts
204,History,Doctorate,3,34667.0,40000.0,24000.0,+/- 9238,36000.0,40000.0,40000.0,Summer,2017,College of Liberal Arts
205,International Studies,Bachelor,4,47610.0,55000.0,37440.0,+/- 7392,48000.0,49000.0,55000.0,Summer,2017,College of Liberal Arts
206,Political Science,Bachelor,5,43600.0,60000.0,30000.0,+/- 12602,35500.0,46000.0,57500.0,Summer,2017,College of Liberal Arts
207,Psychology,Bachelor,7,32754.0,45000.0,23000.0,+/- 9052,26500.0,31000.0,45000.0,Summer,2017,College of Liberal Arts
208,Psychology,Doctorate,2,49900.0,51000.0,48800.0,+/- 1556,49900.0,49900.0,51000.0,Summer,2017,College of Liberal Arts
209,Sociology,Bachelor,2,50000.0,60000.0,40000.0,+/- 14142,50000.0,50000.0,60000.0,Summer,2017,College of Liberal Arts
210,Sociology,Doctorate,2,57500.0,60000.0,55000.0,+/- 3536,57500.0,57500.0,60000.0,Summer,2017,College of Liberal Arts
211,Spanish,Bachelor,1,24960.0,24960.0,24960.0,+/- 0,24960.0,24960.0,24960.0,Summer,2017,College of Liberal Arts
212,University Studies,Bachelor,1,31200.0,31200.0,31200.0,+/- 0,31200.0,31200.0,31200.0,Summer,2017,College of Liberal Arts
213,Accounting-PPA,Master,2,55250.0,55500.0,55000.0,+/- 354,55250.0,55250.0,55500.0,Summer,2017,College of Mays Business School
214,Finance,Bachelor,10,54650.0,80000.0,36000.0,+/- 14213,46500.0,52250.0,67500.0,Summer,2017,College of Mays Business School
215,Management,Bachelor,6,54750.0,77500.0,45000.0,+/- 11626,49500.0,51000.0,66250.0,Summer,2017,College of Mays Business School
216,Marketing,Bachelor,2,53500.0,65000.0,42000.0,+/- 16263,53500.0,53500.0,65000.0,Summer,2017,College of Mays Business School
217,Supply Chain Management,Bachelor,4,54250.0,55000.0,52000.0,+/- 1500,55000.0,55000.0,55000.0,Summer,2017,College of Mays Business School
218,University Studies,Bachelor,6,59333.0,75000.0,46000.0,+/- 11343,52500.0,57500.0,72500.0,Summer,2017,College of Mays Business School
219,Medical Sciences,Doctorate,2,47450.0,47500.0,47400.0,+/- 71,47450.0,47450.0,47500.0,Summer,2017,College of Medicine
220,Nursing,Bachelor,6,49333.0,58000.0,40000.0,+/- 5750,49000.0,50000.0,54000.0,Summer,2017,College of Nursing
221,Health Admin-Executive Prog,Master,2,129500.0,150000.0,109000.0,+/- 28991,129500.0,129500.0,150000.0,Summer,2017,College of Public Health
222,Applied Mathematical Sciences,Bachelor,1,45000.0,45000.0,45000.0,+/- 0,45000.0,45000.0,45000.0,Summer,2017,College of Science
223,Biology,Bachelor,2,46000.0,52000.0,40000.0,+/- 8485,46000.0,46000.0,52000.0,Summer,2017,College of Science
224,Biology,Doctorate,5,46200.0,52000.0,40000.0,+/- 5119,43250.0,47000.0,51500.0,Summer,2017,College of Science
225,Chemistry,Doctorate,4,85250.0,117000.0,33000.0,+/- 40302,74000.0,95500.0,117000.0,Summer,2017,College of Science
226,Mathematics,Doctorate,2,53750.0,60000.0,47500.0,+/- 8839,53750.0,53750.0,60000.0,Summer,2017,College of Science
227,Mathematics,Master,2,47500.0,55000.0,40000.0,+/- 10607,47500.0,47500.0,55000.0,Summer,2017,College of Science
228,Physics,Doctorate,3,53333.0,60000.0,50000.0,+/- 5774,50000.0,50000.0,60000.0,Summer,2017,College of Science
229,Statistics,Doctorate,2,90000.0,115000.0,65000.0,+/- 35355,90000.0,90000.0,115000.0,Summer,2017,College of Science
230,Statistics,Master,2,62000.0,80000.0,44000.0,+/- 25456,62000.0,62000.0,80000.0,Summer,2017,College of Science
231,Biomedical Sciences,Bachelor,1,40000.0,40000.0,40000.0,+/- 0,40000.0,40000.0,40000.0,Summer,2017,College of Veterinary Med & Biomedical Sc
232,Veterinary Pathobiology,Doctorate,3,69000.0,120000.0,40000.0,+/- 44306,45250.0,47000.0,120000.0,Summer,2017,College of Veterinary Med & Biomedical Sc
233,Ag Business,Bachelor,3,52000.0,60000.0,41000.0,+/- 9849,51500.0,55000.0,60000.0,Summer,2015,College of Agriculture & Life Sciences
234,Ag Communications and Journalism,Bachelor,2,43000.0,50000.0,36000.0,+/- 9899,43000.0,43000.0,50000.0,Summer,2015,College of Agriculture & Life Sciences
235,Ag Economics,Bachelor,1,44000.0,44000.0,44000.0,+/- 0,44000.0,44000.0,44000.0,Summer,2015,College of Agriculture & Life Sciences
236,Ag Economics,Doctorate,2,65000.0,70000.0,60000.0,+/- 7071,65000.0,65000.0,70000.0,Summer,2015,College of Agriculture & Life Sciences
237,Ag Leadership and Development,Bachelor,2,67500.0,80000.0,55000.0,+/- 17678,67500.0,67500.0,80000.0,Summer,2015,College of Agriculture & Life Sciences
238,Ag Leadership and Development,Master,2,52000.0,70000.0,34000.0,+/- 25456,52000.0,52000.0,70000.0,Summer,2015,College of Agriculture & Life Sciences
239,Ag Science,Bachelor,1,56550.0,56550.0,56550.0,+/- 0,56550.0,56550.0,56550.0,Summer,2015,College of Agriculture & Life Sciences
240,Ag Systems Management,Bachelor,1,60000.0,60000.0,60000.0,+/- 0,60000.0,60000.0,60000.0,Summer,2015,College of Agriculture & Life Sciences
241,Animal Science,Bachelor,2,42500.0,45000.0,40000.0,+/- 3536,42500.0,42500.0,45000.0,Summer,2015,College of Agriculture & Life Sciences
242,Bioenvironmental Science,Bachelor,2,40000.0,50000.0,30000.0,+/- 14142,40000.0,40000.0,50000.0,Summer,2015,College of Agriculture & Life Sciences
243,Biological & Ag Engineering,Bachelor,2,67750.0,73000.0,62500.0,+/- 7425,67750.0,67750.0,73000.0,Summer,2015,College of Agriculture & Life Sciences
244,Entomology,Doctorate,3,41533.0,45000.0,39600.0,+/- 3009,39900.0,40000.0,45000.0,Summer,2015,College of Agriculture & Life Sciences
245,Entomology,Master,2,53000.0,72000.0,34000.0,+/- 26870,53000.0,53000.0,72000.0,Summer,2015,College of Agriculture & Life Sciences
246,Nutritional Sciences,Bachelor,2,39500.0,42000.0,37000.0,+/- 3536,39500.0,39500.0,42000.0,Summer,2015,College of Agriculture & Life Sciences
247,Poultry Science,Bachelor,3,43000.0,46500.0,40000.0,+/- 3279,41875.0,42500.0,46500.0,Summer,2015,College of Agriculture & Life Sciences
248,"Recreation, Park & Tourism Sci.",Bachelor,8,48388.0,100000.0,27500.0,+/- 23543,35000.0,40800.0,65000.0,Summer,2015,College of Agriculture & Life Sciences
249,Renewable Natural Resources,Bachelor,1,37000.0,37000.0,37000.0,+/- 0,37000.0,37000.0,37000.0,Summer,2015,College of Agriculture & Life Sciences
250,Univ. Studies - Leadership Studies,Bachelor,3,44000.0,50000.0,40000.0,+/- 5292,41500.0,42000.0,50000.0,Summer,2015,College of Agriculture & Life Sciences
251,Univ. Studies-Agriculture and Life Sciences,Bachelor,1,40000.0,40000.0,40000.0,+/- 0,40000.0,40000.0,40000.0,Summer,2015,College of Agriculture & Life Sciences
252,Wildlife Fisheries Science,Bachelor,2,38000.0,46000.0,30000.0,+/- 11314,38000.0,38000.0,46000.0,Summer,2015,College of Agriculture & Life Sciences
253,Construction Science,Bachelor,13,58115.0,70000.0,38000.0,+/- 7738,58500.0,60000.0,60750.0,Summer,2015,College of Architecture
254,"Univ. Studies-Global Arts, Plan, Design & Const.",Doctorate,2,57000.0,60000.0,54000.0,+/- 4243,57000.0,57000.0,60000.0,Summer,2015,College of Architecture
255,Urban & Regional Science,Bachelor,1,45000.0,45000.0,45000.0,+/- 0,45000.0,45000.0,45000.0,Summer,2015,College of Architecture
256,Urban & Regional Science,Doctorate,2,62000.0,64000.0,60000.0,+/- 2828,62000.0,62000.0,64000.0,Summer,2015,College of Architecture
