idx,Major,Degree,NumSalariesReported,Avg,Max,Min,StDev,25th,Median,75th,Semester,Year,College
946,IS - Technology Management,Bachelor,3,54922.0,65000.0,49666.0,+/- 8731,49991.5,50100.0,65000.0,Spring,2015,College of Education & Human Development
947,Kinesiology,Bachelor,9,39618.0,55000.0,25000.0,+/- 11190,31725.0,40000.0,49916.5,Spring,2015,College of Education & Human Development
948,Kinesiology,Doctorate,3,67000.0,87000.0,44000.0,+/- 21656,63500.0,70000.0,87000.0,Spring,2015,College of Education & Human Development
949,Physical Education,Master,2,44750.0,49500.0,40000.0,+/- 6718,44750.0,44750.0,49500.0,Spring,2015,College of Education & Human Development
950,Special Education,Bachelor,4,47750.0,50000.0,41000.0,+/- 4500,50000.0,50000.0,50000.0,Spring,2015,College of Education & Human Development
951,Sports Management,Bachelor,10,38420.0,50000.0,24000.0,+/- 9818,32600.0,36500.0,50000.0,Spring,2015,College of Education & Human Development
952,Sports Management,Master,2,40500.0,45000.0,36000.0,+/- 6364,40500.0,40500.0,45000.0,Spring,2015,College of Education & Human Development
953,Aerospace Engineering,Bachelor,32,62473.0,96000.0,45000.0,+/- 10249,49666.0,65500.0,68800.0,Spring,2015,College of Engineering
954,Aerospace Engineering,Doctorate,6,77750.0,104500.0,54000.0,+/- 17435,71500.0,74000.0,97250.0,Spring,2015,College of Engineering
955,Aerospace Engineering,Master,5,92200.0,115000.0,60000.0,+/- 26167,77250.0,105000.0,114500.0,Spring,2015,College of Engineering
956,Biomedical Engineering,Bachelor,23,65207.0,81000.0,45000.0,+/- 9421,58000.0,65000.0,75000.0,Spring,2015,College of Engineering
957,Chemical Engineering,Bachelor,43,82460.0,105000.0,40000.0,+/- 15204,73875.0,82000.0,96700.0,Spring,2015,College of Engineering
958,Civil Engineering,Bachelor,55,59099.0,92112.0,45000.0,+/- 8975,55000.0,56000.0,60000.0,Spring,2015,College of Engineering
959,Civil Engineering,Master,12,59937.0,76000.0,50000.0,+/- 6439,57000.0,59120.0,63000.0,Spring,2015,College of Engineering
960,Computer Engineering - CPSC,Bachelor,20,61367.0,95000.0,45000.0,+/- 11993,54500.0,60500.0,66000.0,Spring,2015,College of Engineering
961,Computer Engineering - CPSC,Master,12,90333.0,110000.0,65000.0,+/- 14512,85000.0,88500.0,105000.0,Spring,2015,College of Engineering
962,Computer Engineering - ELEN,Bachelor,16,68312.0,80000.0,52000.0,+/- 7666,65000.0,71000.0,74000.0,Spring,2015,College of Engineering
963,Computer Engineering - ELEN,Master,10,95457.0,110000.0,65000.0,+/- 13058,92750.0,94000.0,108035.0,Spring,2015,College of Engineering
964,Computer Science,Bachelor,30,64374.0,105000.0,45000.0,+/- 13534,55500.0,60000.0,74000.0,Spring,2015,College of Engineering
965,Computer Science,Master,16,94781.0,120000.0,60000.0,+/- 16748,85000.0,99000.0,105000.0,Spring,2015,College of Engineering
966,Electrical Engineering,Bachelor,35,62978.0,85000.0,33000.0,+/- 11600,59100.0,65000.0,70000.0,Spring,2015,College of Engineering
967,Electrical Engineering,Doctorate,3,99000.0,120000.0,67000.0,+/- 28160,99250.0,110000.0,120000.0,Spring,2015,College of Engineering
968,Electrical Engineering,Master,16,91812.0,120000.0,50000.0,+/- 19668,85000.0,90500.0,105000.0,Spring,2015,College of Engineering
969,Engineering Technology,Bachelor,27,60336.0,90000.0,40000.0,+/- 10225,54250.0,60000.0,65375.0,Spring,2015,College of Engineering
970,Industrial & Systems Engineering,Bachelor,48,59668.0,100000.0,45000.0,+/- 10521,52000.0,58000.0,66000.0,Spring,2015,College of Engineering
971,Industrial & Systems Engineering,Master,8,88125.0,150000.0,45000.0,+/- 33800,70000.0,82500.0,125000.0,Spring,2015,College of Engineering
972,Industrial Distribution,Bachelor,43,54712.0,75000.0,33000.0,+/- 10538,48750.0,55000.0,62750.0,Spring,2015,College of Engineering
973,Industrial Distribution,Master,11,122182.0,300000.0,60000.0,+/- 68482,78750.0,101000.0,156250.0,Spring,2015,College of Engineering
974,Manufacturing & Mechanical Eng. Tech,Bachelor,3,69619.0,72000.0,66856.0,+/- 2593,69214.0,70000.0,72000.0,Spring,2015,College of Engineering
975,Mechanical Engineering,Bachelor,78,75003.0,106000.0,34862.0,+/- 15645,65500.0,72250.0,84500.0,Spring,2015,College of Engineering
976,Mechanical Engineering,Doctorate,2,95500.0,115000.0,76000.0,+/- 27577,95500.0,95500.0,115000.0,Spring,2015,College of Engineering
977,Mechanical Engineering,Master,8,78000.0,100000.0,50000.0,+/- 15297,73000.0,80000.0,90000.0,Spring,2015,College of Engineering
978,Nuclear Engineering,Bachelor,12,58353.0,71700.0,45000.0,+/- 9328,50000.0,59500.0,65500.0,Spring,2015,College of Engineering
979,Ocean Engineering,Bachelor,9,65611.0,76000.0,57000.0,+/- 7123,58875.0,70000.0,70000.0,Spring,2015,College of Engineering
980,Petroleum Engineering,Bachelor,81,92422.0,120000.0,49666.0,+/- 19427,72900.0,100000.0,107000.0,Spring,2015,College of Engineering
981,Petroleum Engineering,Doctorate,4,118129.0,122515.25,110000.0,+/- 5547,120000.0,120000.0,122515.25,Spring,2015,College of Engineering
982,Petroleum Engineering,Master,4,103500.0,174000.0,50000.0,+/- 58955,60000.0,95000.0,174000.0,Spring,2015,College of Engineering
983,Radiological Health Eng,Bachelor,1,62000.0,62000.0,62000.0,+/- 0,62000.0,62000.0,62000.0,Spring,2015,College of Engineering
984,General Studies,Bachelor,10,51617.0,69000.0,27000.0,+/- 14127,48083.0,54000.0,63000.0,Spring,2015,College of General Studies
985,Environmental Geoscience,Bachelor,2,49785.0,55000.0,44570.0,+/- 7375,49785.0,49785.0,55000.0,Spring,2015,College of Geosciences
986,Environmental Studies,Bachelor,5,57733.0,106000.0,40000.0,+/- 27268,45250.0,49000.0,91916.5,Spring,2015,College of Geosciences
987,Geography,Bachelor,3,48555.0,66000.0,30000.0,+/- 18026,44749.5,49666.0,66000.0,Spring,2015,College of Geosciences
988,Geology,Bachelor,3,53333.0,60000.0,50000.0,+/- 5774,50000.0,50000.0,60000.0,Spring,2015,College of Geosciences
989,Meteorology,Bachelor,4,46333.0,49666.0,40000.0,+/- 4562,46000.0,47833.0,49666.0,Spring,2015,College of Geosciences
990,Basic Medical Science,Bachelor,1,20000.0,20000.0,20000.0,+/- 0,20000.0,20000.0,20000.0,Spring,2015,College of Health Science Center
991,Anthropology,Bachelor,2,49500.0,60000.0,39000.0,+/- 14849,49500.0,49500.0,60000.0,Spring,2015,College of Liberal Arts
992,Classics,Bachelor,1,52000.0,52000.0,52000.0,+/- 0,52000.0,52000.0,52000.0,Spring,2015,College of Liberal Arts
993,Communication,Bachelor,48,44858.0,72000.0,30000.0,+/- 11159,35000.0,42000.0,50000.0,Spring,2015,College of Liberal Arts
994,Economics,Bachelor,36,51796.0,75000.0,32000.0,+/- 12576,45000.0,50000.0,60000.0,Spring,2015,College of Liberal Arts
995,Economics,Doctorate,2,84000.0,120000.0,48000.0,+/- 50912,84000.0,84000.0,120000.0,Spring,2015,College of Liberal Arts
996,Economics,Master,4,72500.0,80000.0,60000.0,+/- 8660,75000.0,75000.0,80000.0,Spring,2015,College of Liberal Arts
997,English,Bachelor,23,42898.0,65000.0,30000.0,+/- 9964,35000.0,42000.0,50006.25,Spring,2015,College of Liberal Arts
998,History,Bachelor,28,46869.0,60000.0,32000.0,+/- 6588,48000.0,49666.0,49666.0,Spring,2015,College of Liberal Arts
999,International Studies,Bachelor,26,48538.0,75000.0,31000.0,+/- 10740,42000.0,49666.0,49833.0,Spring,2015,College of Liberal Arts
1000,Music,Bachelor,1,25000.0,25000.0,25000.0,+/- 0,25000.0,25000.0,25000.0,Spring,2015,College of Liberal Arts
1001,Political Science,Bachelor,19,50747.0,94000.0,28000.0,+/- 14365,45900.0,49666.0,50000.0,Spring,2015,College of Liberal Arts
1002,Psychology,Bachelor,38,41071.0,60000.0,25000.0,+/- 9234,35250.0,40000.0,49666.0,Spring,2015,College of Liberal Arts
1003,Russian,Bachelor,1,49666.0,49666.0,49666.0,+/- 0,49666.0,49666.0,49666.0,Spring,2015,College of Liberal Arts
1004,Sociology,Bachelor,13,40051.0,49666.0,24000.0,+/- 8877,35250.0,40000.0,49666.0,Spring,2015,College of Liberal Arts
1005,Sociology,Doctorate,2,48500.0,49000.0,48000.0,+/- 707,48500.0,48500.0,49000.0,Spring,2015,College of Liberal Arts
1006,Spanish,Bachelor,3,49000.0,60000.0,40000.0,+/- 10149,45250.0,47000.0,60000.0,Spring,2015,College of Liberal Arts
1007,Telecom Media Studies,Bachelor,9,39741.0,49666.0,30000.0,+/- 7704,33500.0,40000.0,47250.0,Spring,2015,College of Liberal Arts
1008,Theater Arts,Bachelor,3,36333.0,40000.0,34000.0,+/- 3215,34750.0,35000.0,40000.0,Spring,2015,College of Liberal Arts
1009,University Studies,Bachelor,2,40000.0,40000.0,40000.0,+/- 0,40000.0,40000.0,40000.0,Spring,2015,College of Liberal Arts
1010,Accounting,Master,5,58400.0,62500.0,54500.0,+/- 3029,57250.0,58000.0,61875.0,Spring,2015,College of Mays Business School - Graduate
1011,Management,Doctorate,2,129000.0,130000.0,128000.0,+/- 1414,129000.0,129000.0,130000.0,Spring,2015,College of Mays Business School - Graduate
1012,Management Info Systems,Master,6,64500.0,78000.0,53500.0,+/- 9798,57500.0,65000.0,74250.0,Spring,2015,College of Mays Business School - Graduate
1013,Masters of Business (MBA),Master,13,128923.0,250000.0,52000.0,+/- 50220,96250.0,130000.0,150000.0,Spring,2015,College of Mays Business School - Graduate
1014,Masters of Real Estate,Master,2,55000.0,65000.0,45000.0,+/- 14142,55000.0,55000.0,65000.0,Spring,2015,College of Mays Business School - Graduate
1015,Prof Program in Accntng.-Audit,Master,32,54703.0,59000.0,53000.0,+/- 1106,54500.0,54500.0,55000.0,Spring,2015,College of Mays Business School - Prof Program
1016,Prof Program in Accntng.-Tax,Master,21,55762.0,85000.0,42000.0,+/- 8262,53625.0,54500.0,55375.0,Spring,2015,College of Mays Business School - Prof Program
1017,Prof Program in Entrepr. Leadership,Master,7,54214.0,54500.0,53500.0,+/- 488,54250.0,54500.0,54500.0,Spring,2015,College of Mays Business School - Prof Program
1018,Prof Program in Finance,Master,37,56581.0,80000.0,50000.0,+/- 5673,54500.0,55000.0,56000.0,Spring,2015,College of Mays Business School - Prof Program
1019,Prof Program in MIS,Master,24,56042.0,67000.0,47000.0,+/- 3548,55000.0,56000.0,56500.0,Spring,2015,College of Mays Business School - Prof Program
1020,Accounting,Bachelor,16,50864.0,66000.0,40000.0,+/- 7017,48000.0,49833.0,56500.0,Spring,2015,College of Mays Business School - Undergraduate
1021,Ag Business,Bachelor,2,37000.0,42000.0,32000.0,+/- 7071,37000.0,37000.0,42000.0,Spring,2015,College of Mays Business School - Undergraduate
1022,Business Administration,Bachelor,2,60000.0,60000.0,60000.0,+/- 0,60000.0,60000.0,60000.0,Spring,2015,College of Mays Business School - Undergraduate
1023,Business Honors,Bachelor,10,66650.0,85000.0,48000.0,+/- 11178,61000.0,68750.0,74250.0,Spring,2015,College of Mays Business School - Undergraduate
1024,Finance,Bachelor,95,56050.0,96000.0,24000.0,+/- 12489,49249.5,55000.0,65000.0,Spring,2015,College of Mays Business School - Undergraduate
1025,Info & Ops Mgmt - MIS,Bachelor,40,62933.0,87500.0,30000.0,+/- 9702,58000.0,61250.0,71000.0,Spring,2015,College of Mays Business School - Undergraduate
1026,Info & Ops Mgmt -Supply Chain Management,Bachelor,64,58772.0,91000.0,21000.0,+/- 11376,55000.0,60000.0,65000.0,Spring,2015,College of Mays Business School - Undergraduate
1027,Management,Bachelor,71,52063.0,75000.0,30000.0,+/- 10729,45000.0,52500.0,60000.0,Spring,2015,College of Mays Business School - Undergraduate
1028,Marketing,Bachelor,38,50237.0,80000.0,24000.0,+/- 12754,44000.0,50000.0,57500.0,Spring,2015,College of Mays Business School - Undergraduate
1029,Univ. Studies - Business,Bachelor,9,49989.0,80000.0,30000.0,+/- 15076,40625.0,50000.0,59100.0,Spring,2015,College of Mays Business School - Undergraduate
1030,Applied Math Sciences,Bachelor,10,56237.0,64000.0,31000.0,+/- 10058,54500.0,60000.0,63350.0,Spring,2015,College of Science
1031,Biology,Bachelor,8,36875.0,50000.0,24000.0,+/- 10562,26000.0,40000.0,49000.0,Spring,2015,College of Science
1032,Chemistry,Bachelor,6,52919.0,82000.0,33850.0,+/- 15924,48333.0,49833.0,68500.0,Spring,2015,College of Science
1033,Chemistry,Doctorate,4,59250.0,88000.0,29000.0,+/- 27035,45000.0,60000.0,88000.0,Spring,2015,College of Science
1034,Mathematics,Bachelor,12,50159.0,70000.0,33408.0,+/- 11116,48500.0,50000.0,60000.0,Spring,2015,College of Science
1035,Mathematics,Doctorate,2,50000.0,75000.0,25000.0,+/- 35355,50000.0,50000.0,75000.0,Spring,2015,College of Science
1036,Microbiology,Bachelor,3,64000.0,95000.0,45000.0,+/- 27074,50250.0,52000.0,95000.0,Spring,2015,College of Science
1037,Molecular & Cell Biology,Bachelor,1,30000.0,30000.0,30000.0,+/- 0,30000.0,30000.0,30000.0,Spring,2015,College of Science
1038,Physics,Bachelor,6,66111.0,85000.0,49666.0,+/- 12262,60000.0,65000.0,78500.0,Spring,2015,College of Science
1039,Statistics,Doctorate,3,74333.0,100000.0,56000.0,+/- 22898,64250.0,67000.0,100000.0,Spring,2015,College of Science
1040,Statistics,Master,2,58000.0,64000.0,52000.0,+/- 8485,58000.0,58000.0,64000.0,Spring,2015,College of Science
1041,Univ. Studies-Mathematics for Teaching,Bachelor,1,46000.0,46000.0,46000.0,+/- 0,46000.0,46000.0,46000.0,Spring,2015,College of Science
1042,Maritime Systems Engineering,Bachelor,1,30000.0,30000.0,30000.0,+/- 0,30000.0,30000.0,30000.0,Spring,2015,College of TAMU Galveston
1043,Biomedical Science,Bachelor,8,36521.0,50000.0,30000.0,+/- 8830,30000.0,31500.0,49666.0,Spring,2015,College of Veterinary Medicine and Biomedical Sciences
1044,Biomedical Science,Master,2,23500.0,25000.0,22000.0,+/- 2121,23500.0,23500.0,25000.0,Spring,2015,College of Veterinary Medicine and Biomedical Sciences
1045,Ag Communications & Journalism,Bachelor,11,43091.0,66000.0,30000.0,+/- 11293,36375.0,37500.0,52500.0,Spring,2018,College of Agriculture & Life Sciences
1046,Ag Leadership & Development,Bachelor,17,60428.0,200000.0,34000.0,+/- 37704,48000.0,50000.0,60000.0,Spring,2018,College of Agriculture & Life Sciences
1047,Agribusiness,Bachelor,18,48047.0,80000.0,25000.0,+/- 13891,40000.0,50000.0,57500.0,Spring,2018,College of Agriculture & Life Sciences
1048,Agribusiness,Master,2,72000.0,84000.0,60000.0,+/- 16971,72000.0,72000.0,84000.0,Spring,2018,College of Agriculture & Life Sciences
1049,Agricultural Economics,Bachelor,51,50516.0,125000.0,32000.0,+/- 14854,40000.0,50000.0,55000.0,Spring,2018,College of Agriculture & Life Sciences
1050,Agricultural Science,Bachelor,13,52862.0,63000.0,42000.0,+/- 7702,46750.0,53200.0,60000.0,Spring,2018,College of Agriculture & Life Sciences
1051,Agricultural Systems Mgmt,Bachelor,9,55444.0,118000.0,38000.0,+/- 24161,50000.0,50000.0,53750.0,Spring,2018,College of Agriculture & Life Sciences
1052,Animal Science,Bachelor,22,48980.0,90000.0,25000.0,+/- 12058,43500.0,47500.0,54000.0,Spring,2018,College of Agriculture & Life Sciences
1053,Biochemistry,Bachelor,4,40819.0,51276.0,34000.0,+/- 7404,38000.0,39000.0,51276.0,Spring,2018,College of Agriculture & Life Sciences
1054,Bioenvironmental Sciences,Bachelor,5,48800.0,79000.0,35000.0,+/- 17828,38750.0,42500.0,71750.0,Spring,2018,College of Agriculture & Life Sciences
1055,Biological & Agricultural Engr,Bachelor,8,55250.0,60000.0,48000.0,+/- 3919,55000.0,55000.0,59000.0,Spring,2018,College of Agriculture & Life Sciences
1056,Ecological Restoration,Bachelor,1,75000.0,75000.0,75000.0,+/- 0,75000.0,75000.0,75000.0,Spring,2018,College of Agriculture & Life Sciences
1057,Environmental Studies,Bachelor,2,52500.0,65000.0,40000.0,+/- 17678,52500.0,52500.0,65000.0,Spring,2018,College of Agriculture & Life Sciences
1058,Food Science & Technology,Bachelor,6,52333.0,62000.0,40000.0,+/- 7941,50000.0,51000.0,61000.0,Spring,2018,College of Agriculture & Life Sciences
1059,Forensic Investigative Science,Bachelor,2,33000.0,33000.0,33000.0,+/- 0,33000.0,33000.0,33000.0,Spring,2018,College of Agriculture & Life Sciences
1060,Forestry,Bachelor,2,43500.0,45000.0,42000.0,+/- 2121,43500.0,43500.0,45000.0,Spring,2018,College of Agriculture & Life Sciences
1061,Genetics,Bachelor,1,40000.0,40000.0,40000.0,+/- 0,40000.0,40000.0,40000.0,Spring,2018,College of Agriculture & Life Sciences
1062,Horticulture,Bachelor,5,41240.0,55000.0,31200.0,+/- 9984,34500.0,42000.0,52750.0,Spring,2018,College of Agriculture & Life Sciences
1063,Nutrition,Bachelor,4,34500.0,50000.0,24000.0,+/- 11475,28000.0,32000.0,50000.0,Spring,2018,College of Agriculture & Life Sciences
1064,Nutritional Sciences,Bachelor,4,48500.0,65000.0,32000.0,+/- 14480,42000.0,48500.0,65000.0,Spring,2018,College of Agriculture & Life Sciences
1065,Plant & Environmental Soil Sc,Bachelor,5,39000.0,43000.0,35000.0,+/- 3391,37000.0,40000.0,42500.0,Spring,2018,College of Agriculture & Life Sciences
1066,Poultry Science,Bachelor,8,51572.0,62000.0,45000.0,+/- 6166,47500.0,49900.0,60000.0,Spring,2018,College of Agriculture & Life Sciences
1067,Rangeland Ecology & Management,Bachelor,6,40667.0,50000.0,30000.0,+/- 6683,39500.0,40000.0,47500.0,Spring,2018,College of Agriculture & Life Sciences
1068,"Recreation, Park & Tourism Sc",Bachelor,12,38940.0,52000.0,30000.0,+/- 7767,35000.0,38000.0,46000.0,Spring,2018,College of Agriculture & Life Sciences
1069,Renewable Natural Resources,Bachelor,1,51276.0,51276.0,51276.0,+/- 0,51276.0,51276.0,51276.0,Spring,2018,College of Agriculture & Life Sciences
1070,Spatial Sciences,Bachelor,1,51276.0,51276.0,51276.0,+/- 0,51276.0,51276.0,51276.0,Spring,2018,College of Agriculture & Life Sciences
1071,University Studies,Bachelor,11,51530.0,75000.0,30000.0,+/- 14015,45250.0,51276.0,66250.0,Spring,2018,College of Agriculture & Life Sciences
1072,Water Mgmt & Hydrological Sc,Master,2,48000.0,55000.0,41000.0,+/- 9899,48000.0,48000.0,55000.0,Spring,2018,College of Agriculture & Life Sciences
1073,Wildlife & Fisheries Sciences,Bachelor,10,56550.0,144000.0,30000.0,+/- 33812,36250.0,45000.0,67000.0,Spring,2018,College of Agriculture & Life Sciences
1074,Architecture,Master,12,51167.0,58000.0,40000.0,+/- 4891,50000.0,50500.0,55000.0,Spring,2018,College of Architecture
1075,Construction Management,Master,2,62000.0,62000.0,62000.0,+/- 0,62000.0,62000.0,62000.0,Spring,2018,College of Architecture
1076,Construction Science,Bachelor,86,62662.0,122000.0,45000.0,+/- 9943,60000.0,61250.0,65000.0,Spring,2018,College of Architecture
1077,Environ Design Arch Studies,Bachelor,6,38500.0,52000.0,28000.0,+/- 8939,34500.0,40000.0,47000.0,Spring,2018,College of Architecture
1078,Land & Property Development,Master,2,68750.0,75000.0,62500.0,+/- 8839,68750.0,68750.0,75000.0,Spring,2018,College of Architecture
1079,Landscape Architecture,Bachelor,13,47338.0,53000.0,40000.0,+/- 3754,45250.0,48000.0,50850.0,Spring,2018,College of Architecture
1080,Landscape Architecture,Master,2,45000.0,45000.0,45000.0,+/- 0,45000.0,45000.0,45000.0,Spring,2018,College of Architecture
1081,University Studies,Bachelor,18,52703.0,72000.0,35500.0,+/- 10096,46500.0,51276.0,61000.0,Spring,2018,College of Architecture
1082,Urban & Regional Planning,Bachelor,5,44800.0,50000.0,40000.0,+/- 4817,42000.0,42000.0,50000.0,Spring,2018,College of Architecture
1083,Urban & Regional Planning,Master,5,50600.0,56000.0,42000.0,+/- 5550,50000.0,50000.0,55750.0,Spring,2018,College of Architecture
1084,Visualization,Bachelor,12,45800.0,72600.0,32000.0,+/- 12143,40000.0,42000.0,50000.0,Spring,2018,College of Architecture
1085,Visualization,Master,2,46000.0,47000.0,45000.0,+/- 1414,46000.0,46000.0,47000.0,Spring,2018,College of Architecture
1086,International Affairs,Master,6,52463.0,63000.0,40000.0,+/- 8781,48138.0,53638.0,61250.0,Spring,2018,College of Bush School of Gov & Pub Serv
1087,Public Service &Administration,Master,9,58814.0,100000.0,41600.0,+/- 18333,48362.5,51276.0,71750.0,Spring,2018,College of Bush School of Gov & Pub Serv
1088,Athletic Training,Master,2,46800.0,52000.0,41600.0,+/- 7354,46800.0,46800.0,52000.0,Spring,2018,College of Education & Human Development
1089,Community Health,Bachelor,3,41000.0,43000.0,40000.0,+/- 1732,40000.0,40000.0,43000.0,Spring,2018,College of Education & Human Development
1090,Curriculum & Instruction,Doctorate,4,108250.0,167000.0,58000.0,+/- 54939,65000.0,104000.0,167000.0,Spring,2018,College of Education & Human Development
1091,Curriculum & Instruction,Master,12,48525.0,60000.0,40000.0,+/- 7017,43000.0,46650.0,55000.0,Spring,2018,College of Education & Human Development
1092,Edu Human Resource Development,Doctorate,6,72667.0,95000.0,59000.0,+/- 13171,66000.0,70000.0,87500.0,Spring,2018,College of Education & Human Development
1093,Edu Human Resource Development,Master,2,51638.0,52000.0,51276.0,+/- 512,51638.0,51638.0,52000.0,Spring,2018,College of Education & Human Development
1094,Educational Administration,Master,8,45750.0,58000.0,36000.0,+/- 7991,40000.0,44750.0,53000.0,Spring,2018,College of Education & Human Development
1095,Educational Psychology,Master,6,53625.0,60000.0,40000.0,+/- 7453,52375.0,55375.0,59500.0,Spring,2018,College of Education & Human Development
1096,Educational Technology,Master,5,85800.0,150000.0,45000.0,+/- 50082,51000.0,54000.0,145000.0,Spring,2018,College of Education & Human Development
1097,Health,Bachelor,8,45660.0,64000.0,25000.0,+/- 13674,36000.0,50638.0,55000.0,Spring,2018,College of Education & Human Development
1098,Human Resource Development,Bachelor,10,41432.0,50000.0,32000.0,+/- 6255,38000.0,40000.0,48500.0,Spring,2018,College of Education & Human Development
1099,Interdisciplinary Studies,Bachelor,80,47104.0,56000.0,25000.0,+/- 7010,43000.0,50000.0,52500.0,Spring,2018,College of Education & Human Development
1100,Kinesiology,Bachelor,9,40728.0,80000.0,25000.0,+/- 17894,30000.0,33280.0,51819.0,Spring,2018,College of Education & Human Development
1101,Special Education,Master,7,54286.0,80000.0,40000.0,+/- 12311,50000.0,52000.0,61250.0,Spring,2018,College of Education & Human Development
1102,Sport Management,Bachelor,16,41284.0,65000.0,25000.0,+/- 11966,32000.0,42500.0,50000.0,Spring,2018,College of Education & Human Development
1103,Sport Management,Master,4,50500.0,70000.0,38500.0,+/- 15149,38500.0,46750.0,70000.0,Spring,2018,College of Education & Human Development
1104,Technology Management,Bachelor,10,60100.0,67000.0,47000.0,+/- 6951,58500.0,61500.0,66000.0,Spring,2018,College of Education & Human Development
1105,University Studies,Bachelor,7,40222.0,51276.0,30000.0,+/- 9264,33000.0,40000.0,51276.0,Spring,2018,College of Education & Human Development
1106,Aerospace Engineering,Bachelor,27,61806.0,78128.0,40000.0,+/- 7687,57996.0,63000.0,66618.75,Spring,2018,College of Engineering
1107,Aerospace Engineering,Doctorate,2,97000.0,120000.0,74000.0,+/- 32527,97000.0,97000.0,120000.0,Spring,2018,College of Engineering
1108,Biomedical Engineering,Bachelor,11,57682.0,70000.0,30000.0,+/- 15040,45000.0,65000.0,70000.0,Spring,2018,College of Engineering
1109,Biomedical Engineering,Doctorate,3,79667.0,84000.0,75000.0,+/- 4509,78750.0,80000.0,84000.0,Spring,2018,College of Engineering
1110,Chemical Engineering,Bachelor,52,76848.0,102000.0,49000.0,+/- 13781,70000.0,72500.0,86000.0,Spring,2018,College of Engineering
1111,Chemical Engineering,Doctorate,4,57250.0,117000.0,30000.0,+/- 40203,39000.0,41000.0,117000.0,Spring,2018,College of Engineering
1112,Civil Engineering,Bachelor,72,60112.0,98000.0,50400.0,+/- 5724,58000.0,59850.0,60000.0,Spring,2018,College of Engineering
1113,Civil Engineering,Master,27,65274.0,105000.0,40000.0,+/- 13172,58750.0,63000.0,69500.0,Spring,2018,College of Engineering
1114,Computer Engineering - CECN,Bachelor,10,81230.0,116000.0,61000.0,+/- 19198,67500.0,75150.0,100000.0,Spring,2018,College of Engineering
1115,Computer Engineering - CECN,Doctorate,2,145000.0,160000.0,130000.0,+/- 21213,145000.0,145000.0,160000.0,Spring,2018,College of Engineering
1116,Computer Engineering - CEEN,Bachelor,6,70117.0,75000.0,60000.0,+/- 6207,68500.0,72850.0,75000.0,Spring,2018,College of Engineering
1117,Computer Engineering - CEEN,Master,22,97636.0,150000.0,40000.0,+/- 21353,90000.0,95250.0,112000.0,Spring,2018,College of Engineering
1118,Computer Science,Bachelor,53,72348.0,120000.0,40000.0,+/- 16714,62250.0,70000.0,83000.0,Spring,2018,College of Engineering
1119,Computer Science,Doctorate,2,153000.0,166000.0,140000.0,+/- 18385,153000.0,153000.0,166000.0,Spring,2018,College of Engineering
1120,Computer Science,Master,5,115600.0,130000.0,95000.0,+/- 14775,111250.0,112000.0,130000.0,Spring,2018,College of Engineering
1121,Electrical Engineering,Bachelor,40,69414.0,100000.0,30000.0,+/- 13545,63600.0,70000.0,75300.0,Spring,2018,College of Engineering
1122,Electrical Engineering,Doctorate,3,120000.0,135000.0,110000.0,+/- 13229,113750.0,115000.0,135000.0,Spring,2018,College of Engineering
1123,Electrical Engineering,Master,11,80727.0,104500.0,52500.0,+/- 15270,77000.0,82000.0,91500.0,Spring,2018,College of Engineering
1124,Electronic Sys Engr Technology,Bachelor,14,61929.0,75000.0,24000.0,+/- 14673,57500.0,66000.0,75000.0,Spring,2018,College of Engineering
1125,Engineering Systems Mgmt,Master,3,66000.0,70000.0,60000.0,+/- 5292,66000.0,68000.0,70000.0,Spring,2018,College of Engineering
1126,Industrial Distribution,Bachelor,78,59006.0,130000.0,39000.0,+/- 13564,50000.0,56600.0,64750.0,Spring,2018,College of Engineering
1127,Industrial Distribution,Master,12,81417.0,130000.0,50000.0,+/- 29715,58000.0,71000.0,112000.0,Spring,2018,College of Engineering
1128,Industrial Engineering,Bachelor,55,61664.0,80000.0,39000.0,+/- 9420,54900.0,60000.0,68875.0,Spring,2018,College of Engineering
1129,Industrial Engineering,Master,3,74333.0,80000.0,70000.0,+/- 5132,72250.0,73000.0,80000.0,Spring,2018,College of Engineering
1130,Interdisciplinary Engineering,Doctorate,2,71000.0,92000.0,50000.0,+/- 29698,71000.0,71000.0,92000.0,Spring,2018,College of Engineering
1131,Manufacturing & Mech Engr Tech,Bachelor,18,57102.0,74000.0,37000.0,+/- 10979,50638.0,54000.0,66500.0,Spring,2018,College of Engineering
1132,Materials Science & Engr,Doctorate,2,85000.0,100000.0,70000.0,+/- 21213,85000.0,85000.0,100000.0,Spring,2018,College of Engineering
1133,Mechanical Engineering,Bachelor,93,69041.0,108000.0,45000.0,+/- 11374,65000.0,68000.0,72000.0,Spring,2018,College of Engineering
1134,Mechanical Engineering,Doctorate,3,107333.0,120000.0,82000.0,+/- 21939,110500.0,120000.0,120000.0,Spring,2018,College of Engineering
1135,Mechanical Engineering,Master,8,81875.0,107000.0,65000.0,+/- 15560,70000.0,77500.0,100000.0,Spring,2018,College of Engineering
1136,Nuclear Engineering,Bachelor,13,56987.0,70000.0,40000.0,+/- 8847,51276.0,60000.0,65000.0,Spring,2018,College of Engineering
1137,Nuclear Engineering,Doctorate,3,76092.0,103000.0,51276.0,+/- 25925,68319.0,74000.0,103000.0,Spring,2018,College of Engineering
